,id,gnaf_address_id,street,suburb,postcode,state_code,latitude,longitude,type,land_sqm,bed,bath,car,floorplan,Unnamed: 0,Beds,Baths,Car,Lot,Valuation,SateType1,SaleType2,DateSold1,DateSold2,SoldPrice1,SoldPrice2,Picture,Blob,Street_Numb,Street_Name,Street_Suff
916,2147002,8783828,2 Bridge View Street,Blacktown,2148,NSW,-33.788071,150.902936,house,569,1,1,3,TRUE,916,3,1,1,570,"$597,167", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/XcCS639Hx21AtezMS4I8s7l4rrkk2opCmXvoFVrLN2A1/2-bridge-view-street-blacktown-nsw-2148_img0.jpg,This is a house in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. The block size is 570 sqm. ,2,Bridge View,Street
921,4069092,8825379,24 Forrestwood Place,Prospect,2148,NSW,-33.797338,150.91031,house,,1,1,1,TRUE,921,3,1,1,432,"$601,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/vGcEvdVJ9ExV6fMjzgievwuDyFyg-ajnlYw_0FdlKfw1/24-forrestwood-place-prospect-nsw-2148_img0.jpg,"24 Forrestwood Place, Prospect 2148 NSW is a house. This property has 3 bedrooms and 1 bathroom. It is on a block of land that is 435 square metres. ",24,Forrestwood,Place
922,216213,8863712,3 Williamson Avenue,Seven Hills,2147,NSW,-33.769693,150.939827,house,645,2,2,1,TRUE,922,3,2,1,636,"$723,667",Private Sale            , ,Jun-18, , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/p9pntesoJci6Lo_Wb0CvBvw0qjS61Xx4UurSKjgGOQE1/3-williamson-avenue-seven-hills-nsw-2147_img0.jpg,"3 Williamson Avenue, Seven Hills 2147 NSW is a house with 3 bedrooms and 2 bathrooms. Its land area is 636 square metres. According to our records, this last sold for $745,000 in June 2018. ",3,Williamson,Avenue
923,68411,8871889,20 Love Street,Blacktown,2148,NSW,-33.757007,150.890255,house,562,1,1,2,TRUE,923,3,1,2,552,"$560,000",Private Sale            ,Private Sale            ,Jun-18,Mar-07,"$625,000","$279,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/GYdSZJQ6OKJjyV0JqP2RUvWLqVOohUq9r4eRW8Wfy101/20-love-street-blacktown-nsw-2148_img0.jpg,"20 Love Street, Blacktown 2148 NSW is a house. This property has 3 bedrooms and 1 bathroom. The land area is 552 square metres. Last time it sold was for $625,000, which was in June 2018. ",20,Love,Street
926,2446561,8890824,11 Perry Street,North Rocks,2151,NSW,-33.766473,151.013399,house,766,2,2,2,TRUE,926,4,2,2,765,"$973,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/NjNzNuCvSGl4Y60ND1KSsLanofEd5BoXt-uQ3MbNA5o1/11-perry-street-north-rocks-nsw-2151_img0.jpg,"11 Perry Street, North Rocks 2151 NSW is a house. This property has 4 bedrooms and 2 bathrooms. This is on a 765 square metre block of land. ",11,Perry,Street
928,2234385,8900333,5 Hilltop Avenue,Blacktown,2148,NSW,-33.777874,150.89314,house,528,4,2,3,TRUE,928,4,2,3,569,"$712,933", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/bSQiT3xHsbuOFhcqfhxHMVHQ-csPWE3EZLEo6ZqWzN01/5-hilltop-avenue-blacktown-nsw-2148_img0.jpg,"5 Hilltop Avenue, Blacktown 2148 NSW is a house with brick veneer walls. This property has 4 bedrooms and 2 bathrooms. The land area of this property is 569 square metres. ",5,Hilltop,Avenue
931,3745166,8951384,13 Kabarli Road,Lalor Park,2147,NSW,-33.76325,150.92917,house,,1,1,0,FALSE,931,3,1,0,572,"$670,333",Private Sale            , ,Feb-89, ,"$105,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/C65z2FrK6LdkVIHP5yn4m8tZkKdaKxettthHLuDU1bU1/13-kabarli-road-lalor-park-nsw-2147_img0.jpg,"13 Kabarli Road is a house in Lalor Park with 3 bedrooms and 1 bathroom. Its postcode is 2147. The block size of this property is 572 sqm. It last sold for $105,000 in February 1989. ",13,Kabarli,Road
935,673343,8974932,27 Gilmore Road,Lalor Park,2147,NSW,-33.757525,150.929425,house,569,1,1,1,FALSE,935,3,1,1,571,"$681,667",Private Sale            , ,Jul-18, ,"$610,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/xCt3YHqAI0QzSTPWgt9BUNePxIXQdmljy5PhMxlkyVs1/27-gilmore-road-lalor-park-nsw-2147_img0.jpg,"27 Gilmore Road, Lalor Park 2147 NSW is a house. It has 3 bedrooms and 1 bathroom. The land area is 571 square metres. Our records show that this was last sold in 2018 for $610,000. ",27,Gilmore,Road
936,4127806,8984853,22 The Crescent,Marayong,2148,NSW,-33.744938,150.89774,house,565,1,1,1,TRUE,936,0,0,0,0,"$648,333", , , , , , ,https://p360images.realestateview.com.au/default/22-the-crescent-marayong-nsw-2148-xl,The land area of this property is 565 square metres. ,22,The,Crescent
938,4131285,9019831,58 Nairana Drive,Marayong,2148,NSW,-33.743744,150.89336,house,605,2,2,3,FALSE,938,3,2,3,605,"$679,167",Private Sale            ,Private Sale            ,Jan-07,Jun-99,"$340,000","$163,500",https://p360images.realestateview.com.au/default/58-nairana-drive-marayong-nsw-2148-xl,"58 Nairana Drive, Marayong 2148 NSW is a house. This property has 4 bedrooms and 2 bathrooms. This is on a 605 sqm block of land. The last time this property sold was in January 2007 for $340,000. ",58,Nairana,Drive
942,4092495,9034679,40 Dina Beth Avenue,Blacktown,2148,NSW,-33.774297,150.886606,house,246,3,3,2,FALSE,942,3,3,2,246,"$645,000",Private Sale            , ,Sep-07, ,"$330,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/KsdeFl0wRUQq3IUmySMRAN8zgQkM5kTRhGLB6iG83Q41/40-dina-beth-avenue-blacktown-nsw-2148_img0.jpg,"40 Dina Beth Avenue, Blacktown 2148 NSW is a house. It has 3 bedrooms and 3 bathrooms. Its land area is 246 sqm. When it last sold in 2007, it went for $330,000. ",40,Dina Beth,Avenue
947,37133,9108396,5 Ponto Place,Kings Langley,2147,NSW,-33.752318,150.940741,house,690,3,3,1,FALSE,947,5,3,1,699,"$1,038,333",Private Sale            ,Private Sale            ,Jun-18,Jan-09,"$1,195,000","$607,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/n_WrW4D7KbCh3qog5LMXHcuaGSU4hP2tHZL2f9ppi5E1/5-ponto-place-kings-langley-nsw-2147_img0.jpg,"This is a house in Kings Langley, 2147 with 5 bedrooms and 3 bathrooms. It is on a block of land that is 699 square metres. The last time this property sold was in 2009 for $607,000. ",5,Ponto,Place
948,3531479,9109465,27 Mcculloch Road,Blacktown,2148,NSW,-33.76271,150.889999,house,,1,1,2,FALSE,948,3,1,1,704,"$590,000",Private Sale            , ,Nov-12, ,"$400,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/k5dN7EbazEYm1OwR_aFXIoKtS9SPZysHSQtGZ4DL27k1/27-mcculloch-road-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown, 2148 with 3 bedrooms and 1 bathroom. The block size is 704 sqm. According to our data, this was last sold for $400,000 in October 2012. ",27,Mcculloch,Road
950,3099280,9130828,27 Donohue Street,Kings Park,2148,NSW,-33.737427,150.90387,house,550,1,1,2,TRUE,950,3,1,2,569,"$643,333",Private Sale            ,Private Sale            ,Oct-08,May-03,"$380,000","$350,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/CJtXigiM04_dgMDPtbc2z3qbGeB5FDzJBtxfht58xR01/27-donohue-street-kings-park-nsw-2148_img0.jpg,"This is a house in Kings Park, 2148 with 3 bedrooms and 1 bathroom. This is on a 550 sqm block of land. In October 2008 this sold for $380,000. ",27,Donohue,Street
951,68352,9135077,1/12 Dudley Avenue,Blacktown,2148,NSW,-33.768591,150.893924,house,,2,2,2,TRUE,951,3,2,2,317,"$656,000", ,Private Sale            , ,Jul-18, , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/kn9kECl2KUds3cYEISnK8Gv5Y8Ycf8AGsutanHUYvGE1/1-12-dudley-avenue-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown, 2148 with 3 bedrooms and 2 bathrooms. Its land area is 317 sqm. When it last sold in 2018, it went for $665,000. ",1-Dec,Dudley,Avenue
955,1667209,9188263,32 Burrell Parade,Blacktown,2148,NSW,-33.778607,150.885265,house,,1,1,1,TRUE,955,3,1,1,546,"$602,333", ,Private Sale            , ,Jul-06, ,"$332,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/5crXiAIMFLmb7McHlBIpKPUgXCqkL31OLe9QIejHglM1/32-burrell-parade-blacktown-nsw-2148_img0.jpg,"32 Burrell Parade, Blacktown 2148 NSW is a house. This property has 3 bedrooms and 1 bathroom. The land area is 546 square metres. Last time it sold was for $332,000, which was in July 2006. ",32,Burrell,Parade
962,4075568,9300673,43 Grasmere Ave,Northmead,2152,NSW,-33.779717,151.005703,house,697,2,2,2,FALSE,962,0,0,0,0,"$1,032,000", , , , , , ,https://p360images.realestateview.com.au/default/43-grasmere-avenue-northmead-nsw-2152-xl,Its block size is 710 sqm. ,43,Grasmere,Avenue
965,216228,9340379,84 Ellam Drive,Seven Hills,2147,NSW,-33.792437,150.925609,house,771,2,2,1,TRUE,965,3,2,1,775,"$747,000",Private Sale            ,Private Sale            ,Jan-00,May-92,"$190,000","$130,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/-I3P401jiWhoda8hUsrbfJFCXzkUDN5z4T64YaF_2IY1/84-ellam-drive-seven-hills-nsw-2147_img0.jpg,"84 Ellam Drive is a house in Seven Hills with 3 bedrooms and 2 bathrooms. Its postcode is 2147. This is on a 775 sqm block of land. This house previously sold for $190,000 in January 2000. ",84,Ellam,Drive
966,4084767,9351066,8 French Ave,Toongabbie,2146,NSW,-33.78178,150.950369,house,556,1,1,3,TRUE,966,4,1,3,556,"$803,333",Private Sale            ,Private Sale            ,Jun-18,Sep-06,"$353,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/GORiSHr7TIPpmPdhomy6I1bmZ5fG90KDemVR7hCTqvg1/8-french-avenue-toongabbie-nsw-2146_img0.jpg,"8 French Avenue is a house in Toongabbie with 4 bedrooms and 1 bathroom. Its postcode is 2146. The size of this block is 556 sqm. In June 2018 it sold for $740,000. ",8,French,Avenue
967,123969,9355165,26 Williams Road,North Rocks,2151,NSW,-33.767171,151.010121,house,769,2,2,2,TRUE,967,4,2,2,767,"$1,003,667", ,Private Sale            , ,May-02, ,"$470,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/EcZNRqlZ7zrNz1_KTDCP2jtwpMhe5RYsUgo4Cqbm51k1/26-williams-road-north-rocks-nsw-2151_img0.jpg,"26 Williams Road is a house in North Rocks with 4 bedrooms and 2 bathrooms. Its postcode is 2151. The land area is 767 square metres. The last sold price we have on record for this address is $470,000 which is from May 2002. ",26,Williams,Road
972,4084943,9439349,9 Oaktree Grove,Prospect,2148,NSW,-33.795775,150.910584,house,489,1,1,1,TRUE,972,4,1,1,477,"$667,667", ,Auction            , ,May-18, , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/M2e8QN402rae_4edLbOdlImAKkTFqTxtJNCjdzuLqpo1/9-oaktree-grove-prospect-nsw-2148_img0.jpg,"9 Oaktree Grove, Prospect 2148 NSW is a house. This property has 4 bedrooms and 1 bathroom. It is on a block of land that is 490 sqm. According to our data, this last sold for $745,000 in May 2018. ",9,Oaktree,Grove
974,2408178,9463479,30 Raymond Street,Blacktown,2148,NSW,-33.751787,150.920704,house,803,4,4,3,TRUE,974,7,4,3,790,"$931,667",Private Sale            ,Private Sale            ,May-99,Sep-92,"$270,000","$200,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/MHrcRcurqu6mbGEYBK6hs1UCKBGHw2vrlr7Sc3irTJw1/30-raymond-street-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown, 2148 with 7 bedrooms and 4 bathrooms. Its land area is 790 sqm. Our records show that this was last sold in 1999 for $270,000. ",30,Raymond,Street
983,2706507,9594392,3 Theresa Street,Blacktown,2148,NSW,-33.781171,150.902578,house,556,2,2,4,TRUE,983,3,2,4,560,"$674,000",Private Sale            , ,Oct-08, ,"$370,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/T6omuC_PcSAaXiqwb3WZwkntxguNX7ANKFv2YM6NmPY1/3-theresa-street-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown, 2148 with 3 bedrooms and 2 bathrooms. The block size is 560 sqm. According to our data, this was last sold for $370,000 in October 2008. ",3,Theresa,Street
984,4077246,9627299,357 Seven Hills Road,Seven Hills,2147,NSW,-33.762594,150.951014,house,645,2,2,2,TRUE,984,4,2,2,647,"$930,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/5_zP6vasEafJ6n8Fx2iYrrFuRRA4DwNuvWG0pqpPfA41/357-seven-hills-road-seven-hills-nsw-2147_img0.jpg,"357 Seven Hills Road, Seven Hills 2147 NSW is a house. It has 4 bedrooms and 2 bathrooms. This property is on a 647 sqm block of land. In June 2018 this property sold for $815,000. ",357,Seven Hills,Road
987,68262,9644659,31 Filey Street,Blacktown,2148,NSW,-33.791054,150.906461,house,855,3,3,3,TRUE,987,5,3,3,888,"$1,102,333",Auction            ,Private Sale            ,Jul-18,Jul-97,"$1,381,000","$139,500",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/w3RnCnVB71Bpb5mU1tV5sl2sPgUUT1ZxRjRBMLW-3lQ1/31-filey-street-blacktown-nsw-2148_img0.jpg,"31 Filey Street is a house in Blacktown with 5 bedrooms and 3 bathrooms. Its postcode is 2148. Its block size is 854 sqm. It was last sold in July 2018 for $1,381,000. ",31,Filey,Street
988,37153,9647174,35 Stainsby Avenue,Kings Langley,2147,NSW,-33.756071,150.946741,house,,1,1,2,TRUE,988,3,1,2,700,"$741,667",Private Sale            ,Private Sale            ,Jun-18,Jan-03,"$875,000","$440,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/DiHddry6H9nbR7_thjwqkY495oyZb3NDOeQKpWbZ5m81/35-stainsby-avenue-kings-langley-nsw-2147_img0.jpg,"35 Stainsby Avenue, Kings Langley 2147 NSW is a house. It has 3 bedrooms and 1 bathroom. Its block size is 700 square metres. In June 2018 this property sold for $875,000. ",35,Stainsby,Avenue
989,4092531,9654994,8 Cedar Place,Blacktown,2148,NSW,-33.784951,150.894682,house,,2,2,1,TRUE,989,4,2,1,654,"$759,600", , , , , , ,https://p360images.realestateview.com.au/default/8-cedar-place-blacktown-nsw-2148-xl,"This is a house in Blacktown, 2148 with 4 bedrooms and 2 bathrooms. The land area of this property is 654 sqm. According to our data, this last sold for $406,750 in May 2011. ",8,Cedar,Place
990,3115906,9655677,10 Bailey Place,Blacktown,2148,NSW,-33.755642,150.88962,house,626,2,2,2,TRUE,990,4,2,2,630,"$718,109",Private Sale            ,Private Sale            ,Nov-13,Dec-98,"$625,000","$121,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/L7YjllNXw_mNNVBnB2aNf0Bc5HQ_PvEwanN9DqTlLHw1/10-bailey-place-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown with 4 bedrooms and 2 bathrooms. Its postcode is 2148. Its land area is 630 square metres. According to our records, this last sold for $625,000 in November 2013. ",10,Bailey,Place
994,214900,9708789,6 Beck Road,Old Toongabbie,2146,NSW,-33.793162,150.967984,house,569,1,1,2,TRUE,994,3,1,2,578,"$737,000",Private Sale            ,Private Sale            ,Jun-18,Jul-02,"$725,000","$353,000",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/ilZZfvsUzXDEjqR_mYOf2tqse3QZsSuAfAS2Nyb1qJo1/6-beck-road-old-toongabbie-nsw-2146_img0.jpg,"This is a house in Old Toongabbie, 2146 with 3 bedrooms and 1 bathroom. It is on a block of land that is 578 sqm. 6 Beck Road Old Toongabbie last sold for $353,000 in 2002. ",6,Beck,Road
997,4159340,9726686,7 Adam Place,Lalor Park,2147,NSW,-33.758423,150.92964,house,575,1,1,2,TRUE,997,3,1,0,576,"$683,333", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Jreapg8Mrny-HxHev09GKUghZ3m4l61MJjuhoAFxjPY1/7-adam-place-lalor-park-nsw-2147_img0.jpg,This is on a 576 sqm block of land. ,7,Adam,Place
998,68327,9751440,61 Walters Road,Blacktown,2148,NSW,-33.776656,150.89542,house,556,1,1,1,TRUE,998,3,1,1,562,"$631,000",Private Sale            ,Private Sale            ,Jul-18,Feb-05,"$300,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/mR9tGPkKVE_IOEo-la2LbNDL9l6Uyty6ORbVIKMfziM1/61-walters-road-blacktown-nsw-2148_img0.jpg,"61 Walters Road, Blacktown 2148 NSW is a house with 3 bedrooms and 1 bathroom. It is on a block of land that is 562 sqm. According to our data, this last sold for $595,000 in July 2018. ",61,Walters,Road
1000,1132016,9758395,90 Windsor Road,Northmead,2152,NSW,-33.78881,150.994677,house,798,1,1,1,TRUE,1000,3,1,1,792,"$882,667",Private Sale            , ,Oct-09, ,"$4,650,000", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/db9dRLip83UeNCIEk0diLGe-9iz7NvC1isjM_wKR25E1/90-windsor-road-northmead-nsw-2152_img0.jpg,"90 Windsor Road, Northmead 2152 NSW is a house. It has 3 bedrooms and 1 bathroom. The land area of this property is 792 sqm. According to our records, this was last sold for $4,650,000 in October 2009. ",90,Windsor,Road
1003,1141710,9817304,73 Cobham Street,Kings Park,2148,NSW,-33.740527,150.902481,house,916,1,1,1,FALSE,1003,3,1,1,940,"$686,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/W4IFUy9SkEpVLCYH3U777IgmUyhbr31VD1uoifMMM9I1/73-cobham-street-kings-park-nsw-2148_img0.jpg,"73 Cobham Street, Kings Park 2148 NSW is a house. It has 3 bedrooms and 1 bathroom. The size of this block is 923 sqm. ",73,Cobham,Street
1007,68506,9918723,10 ALLEN ROAD,Blacktown,2148,NSW,-33.755322,150.920566,house,,1,1,1,TRUE,1007,3,1,2,0,"$675,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/jHp2AquF4Zyp4XXW7l3B-JNysqKAE6zHCD0yOHs23Rk1/10-allen-road-blacktown-nsw-2148_img0.jpg,"10 Allen Road, Blacktown 2148 NSW is a house. It has 3 bedrooms and 1 bathroom. This is on a 880 square metre block of land. This house was last sold for $751,500 in February 2016. ",10,ALLEN,Road
1009,4077252,9943524,5 Jade Place,Seven Hills,2147,NSW,-33.786999,150.922207,house,613,2,2,3,TRUE,1009,3,2,3,610,"$720,333", ,Private Sale            , ,Feb-02, ,"$335,000",https://p360images.realestateview.com.au/default/5-jade-place-seven-hills-nsw-2147-xl,"5 Jade Place, Seven Hills 2147 NSW is a house. It has 3 bedrooms and 2 bathrooms. The land area is 610 square metres. This house was last sold for $770,000 in May 2018. ",5,Jade,Place
1011,214288,9958692,56 Heffron Road,Lalor Park,2147,NSW,-33.75842,150.931687,house,613,4,4,2,TRUE,1011,6,4,2,611,"$1,030,167", ,Private Sale            , ,Sep-09, , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/fq7s2rtQwaXiU2gVLfR6yROZw9KM2bqgZPZKy4y8s081/56-heffron-road-lalor-park-nsw-2147_img0.jpg,"56 Heffron Road is a house in Lalor Park with 6 bedrooms and 4 bathrooms. Its postcode is 2147. The size of this block is 611 square metres. This last sold for $300,000 in September 2009. ",56,Heffron,Road
1012,506178,9975467,31 Monaro Street,Seven Hills,2147,NSW,-33.765945,150.9514,house,607,2,2,6,TRUE,1012,3,2,6,608,"$769,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/JuGQdBrst9iHp4YCd9adNvx8NCDlLrHLQuE_-X35aKE1/31-monaro-street-seven-hills-nsw-2147_img0.jpg,"31 Monaro Street, Seven Hills 2147 NSW is a house with 3 bedrooms and 2 bathrooms. The block size of this property is 608 sqm. ",31,Monaro,Street
1013,425975,9975572,102 Lucas Road,Seven Hills,2147,NSW,-33.767518,150.926266,house,562,1,1,1,TRUE,1013,3,1,1,559,"$679,333", ,Private Sale            , ,Aug-10, , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/mhRYmazyg0HeUxUx2ZQM1xONgwP7xxGXNEQGYBHWJ0U1/102-lucas-road-seven-hills-nsw-2147_img0.jpg,"102 Lucas Road, Seven Hills 2147 NSW is a house. It has 3 bedrooms and 1 bathroom. The size of this block is 559 sqm. The last time this property sold was in August 2010 for $373,000. ",102,Lucas,Road
1016,1992627,9996141,5 Grose Place,Seven Hills,2147,NSW,-33.792705,150.930366,house,682,2,2,1,TRUE,1016,3,2,1,684,"$768,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/YrwSHNXKx2hOC2Sbz0R2Iehww5o8FjnVx4mRaYL0gn41/5-grose-place-seven-hills-nsw-2147_img0.jpg,5 Grose Place is a house in Seven Hills with 3 bedrooms and 2 bathrooms. Its postcode is 2147. The block size is 684 square metres. ,5,Grose,Place
1017,3607737,9996767,27 Cornelia Road,Toongabbie,2146,NSW,-33.786493,150.946834,house,561,2,2,2,TRUE,1017,0,0,0,560,"$601,667",Private Sale            ,Private Sale            ,Jun-95,Mar-92,"$173,500","$173,000",https://p360images.realestateview.com.au/default/27-cornelia-road-toongabbie-nsw-2146-xl,"The land area is 560 square metres. Our records show that this was last sold in June 1995 for $173,500. ",27,Cornelia,Road
